1242905548749770754	WEAK
1235729030944632833	STRONG
1238117398022103041	STRONG
1242893139825897478	WEAK
1242995155290001408	
1245023398180331522	WEAK
1242170753954525188	WEAK
1245158758092689408	
1242912476326395904	STRONG
1160642540485382144	WEAK
1160967667391639552	WEAK
1245170619911737344	
1234812965699887105	WEAK
1243596931374424064	WEAK
1239589098668666880	WEAK
1235684182686195713	WEAK
1144147022880149504	WEAK
1241495786476748800	
1240985247002570752	STRONG
1242503759768326146	STRONG
1242325494999052289	
1150777195339452417	WEAK
1242560203880640514	WEAK
1238488632433967106	WEAK
1244681415683452931	STRONG
1243180634744459272	WEAK
1228098258192551937	STRONG
1212732861142458369	WEAK
1245422944630771712	STRONG
1240770151252815873	WEAK
1212662028734803971	WEAK
1149015715346866176	WEAK
1245263534155599873	
1230905155488559105	
1239527890175197185	STRONG
1229761023646863360	WEAK
1242978201938407425	STRONG
1229830930484858880	WEAK
1242278493154676739	WEAK
1242601208172314625	WEAK
1243213592469680131	WEAK
1242443450823454721	WEAK
1243954899798200320	STRONG
1200094192090976257	WEAK
1243083735274307584	WEAK
1158955253846487040	STRONG
1240407914793381889	
1229553997519998976	WEAK
1148651704889610240	STRONG
1226864959537188869	WEAK
1242542542899609603	WEAK
1242502849071910912	WEAK
1244007627488706561	WEAK
1236809756339290114	WEAK
1243717285296181248	WEAK
1199993557865635840	WEAK
1242936155206713344	WEAK
1242098745283657729	STRONG
1245078076465336320	WEAK
1224316157282353153	WEAK
1244939493099982848	WEAK
1243491782094139392	STRONG
1236374111963746304	
1243594940896034817	STRONG
1245044953178345472	WEAK
1153613669382656000	WEAK
1240304942004355072	WEAK
1241345003517030400	STRONG
1241403971572555785	STRONG
1234502097334345728	
1202950663933702145	WEAK
1242763672423981056	WEAK
1232581281852116993	WEAK
1243260871653994496	WEAK
1233824399192707072	WEAK
1191662978636140546	WEAK
1236959770243981312	WEAK
1239234573667573760	WEAK
1241912930830032902	STRONG
1228097532179382273	WEAK
1229761541291094021	WEAK
1243941218691710977	WEAK
1242516215781883909	WEAK
1223234218173652993	WEAK
1240263523042803712	
1136700143502319616	WEAK
1208081201581432832	WEAK
1232752096862228481	WEAK
1233229354609577984	WEAK
1245072004346269699	WEAK
1241539795605696512	WEAK
1240220597847654401	STRONG
1242651034834685953	STRONG
1166258667571896321	STRONG
1241867517393539073	WEAK
1211885357278605312	WEAK
1237734931020816387	STRONG
1151542325258129408	WEAK
1240455422525542400	STRONG
1244963458933760000	WEAK
1242843447138103298	WEAK
1240033016279232512	WEAK
1239868593132785664	WEAK
1239636231777955840	WEAK
1154824800499638274	WEAK
1232962065599520774	WEAK
1034917968675844101	WEAK
1155149607426387968	WEAK
1239602300114685955	WEAK
1241416952473624576	STRONG
1240836485596827650	WEAK
1244761278729588737	
1231989073037975557	WEAK
1238628383401160706	WEAK
1241736956805087232	STRONG
1245164095076061185	
1160388512379748352	STRONG
1233018187748429829	WEAK
1244548669682192386	WEAK
1245480011617927168	
1225423396026159104	WEAK
1225808837434847232	WEAK
1243669796417179648	WEAK
1229909670216769538	
1243389472999264258	
1146502357431332866	STRONG
1243741383955021830	
1242443077144514560	WEAK
1242898280603885570	WEAK
1244776956111081474	STRONG
1245529233205661697	WEAK
1237183508990353409	STRONG
1169512286870020097	STRONG
1242326598725984256	STRONG
1157310088194998272	WEAK
1156714697019809794	WEAK
1241150912086802433	WEAK
1136047077497200640	WEAK
1159672415212965888	WEAK
1227753153472421888	WEAK
1148646995294396416	STRONG
1158501934313148416	STRONG
1239909360077283328	
1152262626233266176	WEAK
1237776047782998017	STRONG
1156981033922891778	WEAK
1244734966291972096	STRONG
1242171331954855938	STRONG
1158367402637369344	WEAK
1233339132023365632	WEAK
1245383304154660866	
1156197120631869440	WEAK
1229688174076743680	WEAK
1243981890895446016	
1203444103008194561	WEAK
1243600129799708674	WEAK
1245483078006562820	WEAK
1239806552480993282	STRONG
1235558123693387777	WEAK
1233033975901442049	WEAK
1243145702072553472	STRONG
1240392688127574018	WEAK
1245442239544717314	STRONG
1244038263578427392	WEAK
1244308827631226882	WEAK
1159362292598939649	WEAK
1245811839763722240	STRONG
1158967068181405696	STRONG
1154855293148368896	WEAK
1244034955111477248	STRONG
1238106907585531909	WEAK
1239611678905511936	
1203884147070185472	WEAK
1241061614503120896	WEAK
1239840996612927489	WEAK
1242099334637924361	WEAK
1244363589328293888	WEAK
1232990015388635138	WEAK
1241012938623848450	
1243150463597531137	WEAK
1238161877529776128	STRONG
1147202257500495872	WEAK
1143661167556079616	STRONG
1242674674217168897	WEAK
1229647916249309184	STRONG
1192838880107646977	WEAK
1243163048396931073	STRONG
1242277375410307072	WEAK
1229936312465096704	
1237321020819869696	WEAK
1231709681384591365	STRONG
1239974409168805888	WEAK
1245757659523026946	WEAK
1150689358799953920	STRONG
1240858274276278275	STRONG
1241691941479362561	
1242475418436931590	STRONG
1218166182882267137	WEAK
1192395549816893467	WEAK
1225422518485475328	WEAK
1154515197995966474	WEAK
1153657202797793281	WEAK
1231414347978739713	
1245397099526664193	WEAK
1239403232306348033	WEAK
1244780597404467202	WEAK
1243957425511809029	
1149287055798620161	STRONG
1245085337514389509	STRONG
1224643223420915714	WEAK
1238919748152369153	STRONG
1242857828341202945	WEAK
1160040235968786432	STRONG
1243637950338027520	WEAK
1242347379464036352	WEAK
1239559814868611072	WEAK
1244766741001048064	WEAK
1207903276936683521	WEAK
1245155868695461888	WEAK
1245105882960199684	STRONG
1244525014218452992	STRONG
1226929245705981952	STRONG
1159646886535421953	WEAK
1244269891181400071	WEAK
